sector,property_type,price,bedRoom,bathroom,balcony,floor_category,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category
sector 67a,flat,2.0,3,3,2,Mid floor,Under Construction,1346.0,0,0,1,Low
gwal pahari,flat,5.9,4,4,3+,High floor,New Property,4842.0,1,1,0,High
sector 50,flat,1.8,3,4,3+,Mid floor,Moderately New Property,1870.0,1,0,0,High
sector 70,flat,1.75,3,4,2,High floor,Relatively new property,1950.0,1,0,1,Low
sector 113,flat,3.45,4,4,3,High floor,Under Construction,2353.0,1,0,1,High
sector 48,house,8.5,4,4,1,Low floor,Relatively new property,3240.0,0,0,1,Low
sector 66,flat,3.2,3,3,3,High floor,Relatively new property,1800.0,1,1,1,Medium
sector 43,house,10.5,4,4,2,Low floor,Old Property,3762.0,1,0,1,Medium
sector 92,flat,0.58,3,3,3,Mid floor,New Property,1281.0,0,0,1,Medium
sector 85,flat,1.18,2,3,3,High floor,Relatively new property,1420.0,0,0,0,High
sector 83,flat,1.25,3,2,1,Mid floor,Relatively new property,1654.0,1,1,2,High
sector 37d,flat,1.67,4,4,3,High floor,Relatively new property,2091.0,0,0,0,Medium
sector 92,flat,0.7,3,2,2,Mid floor,Relatively new property,1325.0,0,0,1,Medium
sector 15,flat,0.43,2,2,1,Low floor,Relatively new property,856.0,0,0,0,Low
sector 69,flat,1.51,3,3,2,Low floor,Relatively new property,1325.0,0,0,2,High
sector 113,flat,2.85,3,3,3+,Mid floor,New Property,2006.0,1,0,1,Medium
sector 43,flat,2.0,3,3,2,Mid floor,Moderately New Property,1273.0,0,0,1,Medium
sector 69,flat,1.0,4,3,0,Low floor,Relatively new property,1826.0,0,0,1,Low
sector 99a,flat,0.32,2,2,2,Low floor,New Property,473.0,0,0,1,Medium
sector 68,flat,1.85,3,3,3+,High floor,Under Construction,1798.0,0,0,1,Low
sector 33,flat,1.75,3,3,0,Low floor,Under Construction,1996.0,0,0,1,Medium
sector 82a,flat,1.25,3,2,3,Low floor,Relatively new property,1667.0,0,0,0,Medium
sector 26,house,8.1,5,5,2,Mid floor,Old Property,2295.0,0,0,1,Low
sector 81,flat,2.3,3,4,3+,Mid floor,Relatively new property,2280.0,1,0,0,Low
sector 104,flat,2.23,3,4,3+,Mid floor,Relatively new property,2359.0,1,0,0,High
sector 43,house,1.65,4,4,3+,Mid floor,Moderately New Property,540.0,0,0,2,Low
sector 67,flat,3.5,3,4,3,High floor,Relatively new property,2490.0,1,0,0,Medium
sector 81,house,4.35,4,4,3,Low floor,Relatively new property,5480.0,1,1,1,Medium
sector 102,flat,1.95,3,3,3,Mid floor,Relatively new property,1676.0,0,0,1,Medium
sector 81,flat,2.3,3,3,3+,High floor,Relatively new property,1617.0,1,0,2,Low
sector 81,flat,4.0,4,5,3+,High floor,Relatively new property,3801.0,1,0,0,Medium
sector 106,flat,1.35,4,3,3,High floor,Old Property,1678.0,1,0,1,Medium
sector 47,flat,2.45,3,4,2,Low floor,Old Property,2544.0,0,0,0,Low
sector 67,flat,2.87,3,3,3+,High floor,Relatively new property,2095.0,1,0,0,High
sector 68,flat,1.9,3,3,3+,Low floor,Under Construction,2288.0,1,0,1,Low
sector 70,flat,1.3,3,3,3,High floor,Under Construction,1865.0,0,0,0,Medium
sector 109,house,6.25,4,4,3+,Low floor,Relatively new property,5400.0,1,0,1,Medium
sector 4,house,0.7,3,2,1,Low floor,New Property,684.0,0,0,1,Low
sector 85,flat,2.1,4,4,3,Low floor,Relatively new property,2600.0,0,0,1,Low
sector 81,flat,2.2,3,4,3+,High floor,Relatively new property,1900.0,1,0,2,Low
sector 104,flat,2.0,3,4,3+,Mid floor,Relatively new property,2072.0,1,0,1,Medium
sector 111,flat,2.58,3,4,2,Mid floor,Relatively new property,2200.0,1,0,1,Medium
sector 14,house,6.5,4,4,3+,Low floor,Moderately New Property,3150.0,0,0,1,Low
sector 52,flat,5.0,5,5,3+,Low floor,Moderately New Property,5200.0,0,0,1,Low
sector 108,flat,2.29,4,5,3+,Mid floor,Relatively new property,2779.0,1,0,1,Medium
sector 4,house,0.75,2,4,3,Low floor,Moderately New Property,640.0,0,0,1,Low
sector 12,flat,1.15,3,4,2,Low floor,Old Property,2000.0,1,0,0,Low
sohna road,flat,0.52,2,2,2,Mid floor,Relatively new property,913.0,0,0,1,High
sector 95,flat,0.45,2,2,1,Low floor,Relatively new property,887.0,0,0,1,Medium
sector 109,flat,2.95,4,5,3+,Mid floor,Relatively new property,2851.0,1,0,1,Medium
sector 50,flat,2.92,3,3,3,Mid floor,Moderately New Property,2600.0,1,0,0,High
sector 81,flat,1.35,3,3,3+,Mid floor,Old Property,1989.0,0,0,1,Medium
sector 3,house,0.68,5,3,0,Low floor,Moderately New Property,1755.0,0,0,1,Low
sector 25,house,4.25,3,2,3,Low floor,Old Property,1350.02,0,0,1,Low
sector 103,flat,1.35,3,3,3+,Mid floor,Relatively new property,1620.0,0,0,0,High
sector 88a,flat,1.15,2,2,3,High floor,Relatively new property,1380.0,0,0,1,High
sector 33,flat,1.1,2,2,3,Mid floor,Moderately New Property,1100.0,0,0,0,Low
sector 63,flat,2.2,3,4,3+,Mid floor,Moderately New Property,1554.0,0,0,0,Medium
sector 53,flat,5.6,3,3,3+,Low floor,Under Construction,2617.0,0,0,1,Low
sector 54,flat,7.0,4,6,3+,High floor,Moderately New Property,2715.0,1,1,0,Medium
sector 79,flat,1.3,2,2,2,Mid floor,Relatively new property,1330.0,0,0,0,Medium
sector 89,flat,1.1,3,1,0,Low floor,New Property,1103.0,0,0,1,Low
sector 26,house,6.0,3,5,3+,Mid floor,Old Property,1800.02,0,0,0,Low
sector 43,house,2.75,3,3,1,Low floor,Moderately New Property,1080.0,0,0,1,Low
sector 67a,flat,1.9,4,4,3,Mid floor,New Property,1991.0,0,0,0,Medium
sector 37c,flat,0.98,3,4,3,Mid floor,Relatively new property,1660.0,1,0,1,Low
sector 53,flat,5.0,3,4,3,Mid floor,Old Property,3222.0,1,0,0,Low
sector 102,flat,1.28,2,2,3,Mid floor,Relatively new property,1100.0,0,0,1,Low
sector 109,house,8.75,5,5,3+,Mid floor,New Property,3600.0,1,1,0,High
sector 25,house,6.5,4,3,3,Mid floor,Moderately New Property,1800.01,0,0,1,Low
sohna road,flat,0.66,2,2,3,High floor,Relatively new property,978.0,0,0,1,Low
sector 90,flat,1.19,3,3,2,High floor,Relatively new property,1562.0,0,0,1,Medium
sector 36a,flat,0.4,1,1,1,Mid floor,Relatively new property,436.0,0,0,1,Low
sector 12,house,1.7,1,1,2,Low floor,Old Property,2000.0,0,0,1,Low
sohna road,flat,0.56,2,2,3,Mid floor,New Property,913.0,0,0,1,Medium
sector 79,flat,1.7,3,4,3+,Mid floor,New Property,1659.0,1,0,1,Medium
sector 4,house,0.65,1,1,1,Low floor,Moderately New Property,70.0,0,0,1,Low
sector 102,flat,1.77,3,3,3,Low floor,Relatively new property,1653.0,0,0,1,High
sector 79,flat,1.33,2,2,3,Mid floor,Relatively new property,1411.0,0,0,1,High
sector 95,flat,0.25,1,1,1,Mid floor,New Property,344.0,0,0,1,Low
sector 67a,flat,1.85,3,4,3,Mid floor,New Property,1941.0,0,1,0,High
sector 82a,flat,1.87,3,3,3,High floor,Moderately New Property,1668.0,0,0,1,Low
sohna road,flat,0.24,2,2,1,High floor,Relatively new property,516.0,0,0,1,Low
sector 2,house,1.0,3,7,3+,Mid floor,Moderately New Property,1215.0,0,0,1,Low
sector 50,house,12.5,6,5,3,Mid floor,Moderately New Property,3078.0,1,0,0,Low
sector 83,flat,1.75,3,3,3,Mid floor,Relatively new property,1600.0,1,0,0,High
sector 65,flat,2.85,4,4,3,Low floor,Relatively new property,1975.0,1,0,1,Low
sector 41,house,2.65,3,3,3,Mid floor,New Property,1400.04,1,0,0,Low
sector 89,flat,0.85,2,2,2,Low floor,Under Construction,1226.0,0,0,1,Low
sector 28,house,1.45,3,2,1,Low floor,Relatively new property,1800.0,0,0,1,Low
sector 61,flat,2.25,3,3,2,Mid floor,Under Construction,1721.0,0,0,1,Low
sector 89,flat,1.25,3,3,3,Mid floor,New Property,1288.0,0,0,1,Medium
sector 90,flat,1.27,3,3,3+,Low floor,Relatively new property,1500.0,0,0,1,Medium
sector 69,flat,1.7,4,4,2,Mid floor,Relatively new property,1819.0,0,0,1,Medium
sector 43,flat,6.0,4,4,3+,High floor,Old Property,2556.0,1,0,0,High
sector 8,house,1.6,4,6,1,Mid floor,Relatively new property,558.0,0,0,1,Low
sector 109,house,6.2,5,5,2,Low floor,Relatively new property,2430.0,1,0,1,Medium
sector 65,flat,4.95,3,3,3,Mid floor,Relatively new property,2816.0,1,0,0,Medium
sector 59,flat,3.78,3,3,3,Mid floor,Under Construction,2550.0,0,0,1,Low
sector 83,flat,0.98,2,2,3,Mid floor,Relatively new property,1300.0,0,0,0,Medium
sector 83,flat,1.73,3,3,3,Mid floor,Relatively new property,1600.0,1,0,0,High
sector 50,house,13.2,6,6,0,Low floor,Moderately New Property,4861.0,0,0,1,Low
sector 31,flat,1.2,3,2,2,Low floor,Moderately New Property,1450.0,0,0,2,Medium
sector 61,flat,2.5,3,3,1,Low floor,Under Construction,1549.0,0,0,1,Medium
sector 102,flat,1.9,3,4,3,Mid floor,Relatively new property,1710.0,1,0,1,High
sector 104,flat,0.9,2,2,0,High floor,Relatively new property,1259.0,0,0,1,Low
sector 22,flat,3.99,3,5,3+,Mid floor,New Property,2796.0,1,0,2,Medium
sector 83,house,1.7,3,3,3+,Mid floor,New Property,2160.0,1,0,1,Low
sector 37c,flat,0.55,1,1,0,Mid floor,Relatively new property,669.0,0,0,1,Low
sector 77,flat,0.75,2,2,2,Mid floor,Relatively new property,1140.0,0,1,0,Medium
sector 81,flat,1.15,3,2,3+,Mid floor,Relatively new property,1463.0,0,0,0,Medium
sector 4,house,4.12,2,1,3+,Low floor,Moderately New Property,4635.0,0,0,1,Low
sector 102,flat,2.35,3,3,3,High floor,Relatively new property,2351.0,1,0,0,High
sector 69,flat,0.75,2,2,2,Mid floor,Under Construction,991.0,0,0,1,Low
sector 92,flat,0.85,3,3,0,Low floor,Relatively new property,1423.0,0,0,1,Medium
sector 9a,flat,0.94,3,3,2,Mid floor,Moderately New Property,1722.0,0,0,0,Medium
sector 37c,flat,0.86,3,3,2,Low floor,New Property,1593.0,0,0,1,Low
sector 7,flat,0.45,2,2,1,Mid floor,Relatively new property,1000.0,0,0,1,Low
sector 82a,flat,2.91,4,4,3,Mid floor,Under Construction,3902.0,1,1,0,Medium
sector 90,flat,1.15,3,3,3+,Mid floor,Relatively new property,1747.0,1,0,1,Medium
sector 31,house,4.25,5,5,3+,Mid floor,Moderately New Property,1619.97,0,1,0,Medium
sector 108,flat,3.0,4,5,3+,Low floor,Relatively new property,2204.25,1,0,2,Medium
sector 107,flat,1.21,3,3,3,Mid floor,Moderately New Property,1713.0,0,0,0,Medium
sector 90,flat,2.0,4,4,3+,High floor,Moderately New Property,2468.0,1,0,1,Low
sector 48,house,5.75,4,4,2,Low floor,Moderately New Property,2591.96,1,0,1,Low
sector 92,flat,0.45,2,2,1,Mid floor,New Property,646.0,0,0,0,Low
sector 106,flat,3.2,3,3,3+,Mid floor,Under Construction,2224.0,1,0,1,Low
sector 104,flat,2.49,3,3,3+,High floor,Relatively new property,2217.0,1,0,0,Medium
sector 91,flat,0.95,2,2,2,Mid floor,Relatively new property,1186.0,0,0,1,Medium
sector 85,flat,0.69,2,2,2,Mid floor,Relatively new property,1075.0,0,0,1,Low
sector 36,flat,0.85,3,2,3,Low floor,New Property,833.0,0,0,1,Low
sector 108,flat,2.1,2,2,2,Mid floor,Under Construction,1250.0,0,0,1,Medium
sector 76,flat,3.5,3,4,3,Mid floor,Under Construction,2937.0,0,0,1,Low
sector 40,flat,1.5,1,1,0,Low floor,Moderately New Property,300.0,0,0,1,Low
sector 74,flat,1.47,2,2,3,High floor,New Property,1281.0,0,0,0,Low
sector 69,flat,0.6,2,1,1,High floor,Relatively new property,584.0,0,0,1,Low
sector 69,flat,1.43,3,3,2,Low floor,Relatively new property,1428.0,0,0,1,Medium
sector 57,flat,1.12,2,2,1,Low floor,Old Property,950.0,0,0,1,Medium
sector 3,house,0.92,4,1,0,Low floor,Moderately New Property,603.0,0,0,1,Low
sector 23,house,2.7,5,5,2,Mid floor,Old Property,1450.05,0,0,0,Low
sector 81,flat,0.95,2,2,2,High floor,Relatively new property,1260.0,0,0,0,High
sector 50,house,11.0,4,4,3+,Low floor,Moderately New Property,2699.98,1,0,0,Medium
sector 82a,flat,2.6,4,4,3+,Low floor,Relatively new property,2273.0,0,0,1,Low
sector 70,flat,2.0,4,5,3+,Mid floor,Moderately New Property,2169.0,1,0,0,High
sector 66,flat,3.5,3,3,3,Mid floor,Moderately New Property,2125.0,1,1,0,Medium
sector 79,flat,1.12,2,2,3,Mid floor,Relatively new property,1325.0,0,0,1,Low
sector 66,house,11.0,5,6,3+,Low floor,New Property,3240.0,1,1,0,High
sector 86,flat,1.05,3,3,3,Mid floor,Under Construction,1715.0,1,0,1,Low
sohna road,flat,0.95,2,2,3,Mid floor,Under Construction,1131.0,0,0,1,Low
sector 65,flat,2.44,3,3,2,Mid floor,Under Construction,1654.0,0,0,1,Low
sector 106,flat,6.3,5,6,3+,Mid floor,Under Construction,3797.0,0,0,0,Medium
sector 73,flat,0.9,3,3,3,Mid floor,Under Construction,1622.0,1,0,1,Medium
sector 25,house,13.5,9,9,0,Low floor,Relatively new property,7000.0,0,0,1,Low
sector 102,flat,1.35,2,2,2,Mid floor,Under Construction,828.0,0,0,1,Low
sector 86,flat,0.9,3,3,2,Mid floor,New Property,1690.0,0,0,1,Low
sector 43,flat,2.5,4,4,3+,Low floor,Relatively new property,2398.0,0,0,0,Medium
sector 81,flat,0.95,2,2,2,Low floor,Relatively new property,1112.0,0,0,0,Medium
sector 50,flat,3.0,3,3,3+,High floor,Old Property,2357.0,1,0,0,Medium
sector 102,flat,0.96,2,2,2,Mid floor,Relatively new property,828.0,0,0,1,Medium
sector 110,house,0.34,1,1,0,Low floor,Moderately New Property,500.0,0,0,1,Low
sector 70,flat,1.0,3,2,2,Mid floor,Moderately New Property,1078.0,0,0,1,Medium
sector 65,flat,5.4,3,4,3,High floor,Moderately New Property,2696.0,1,0,0,High
sector 38,house,3.5,3,2,3,Low floor,Moderately New Property,1458.03,0,1,0,Medium
sector 70,flat,1.6,3,3,3,Mid floor,Relatively new property,1527.0,1,0,1,Low
sector 26,house,16.0,5,6,3,Low floor,Old Property,4500.0,0,0,1,Low
sector 90,flat,1.24,3,3,3+,Mid floor,Relatively new property,1600.0,0,0,1,Medium
sector 78,flat,0.62,2,2,1,Mid floor,Moderately New Property,1115.0,0,1,1,Medium
sector 49,house,2.8,3,3,3,Low floor,Moderately New Property,1800.06,0,0,1,Medium
gwal pahari,flat,7.5,4,4,3+,High floor,New Property,4842.0,1,0,0,Low
sector 108,flat,0.7,2,2,2,High floor,Relatively new property,1505.0,0,0,1,Low
sector 95,flat,0.96,3,3,3,Mid floor,New Property,1720.0,0,1,1,Low
sohna road,flat,0.4,2,2,1,Low floor,New Property,582.0,0,0,0,Low
sector 63a,flat,2.0,3,3,2,Low floor,Under Construction,1540.0,0,0,1,Low
sector 37c,flat,0.95,2,2,0,High floor,Under Construction,1578.0,1,0,1,Medium
sector 6,house,0.5,3,3,2,Low floor,Moderately New Property,600.0,0,0,1,Low
sector 62,flat,9.14,4,6,3,High floor,Relatively new property,3932.0,1,1,0,Medium
sector 111,flat,3.4,4,5,3+,High floor,Relatively new property,2670.0,1,0,1,Medium
manesar,flat,1.2,3,4,2,Mid floor,Relatively new property,1670.0,1,0,1,Low
sector 81,flat,2.35,3,4,3+,Mid floor,Relatively new property,2511.0,1,0,1,Medium
sector 79,flat,0.95,2,2,3,Mid floor,Relatively new property,1611.0,0,0,0,High
sector 2,flat,0.95,2,2,3,Low floor,Moderately New Property,1281.0,0,0,0,Medium
sector 89,flat,1.0,2,2,2,Low floor,Under Construction,1230.0,0,0,1,Low
sector 33,flat,1.1,2,2,2,High floor,Under Construction,1533.0,0,0,1,Medium
sector 70,flat,1.75,3,5,3,Mid floor,New Property,1527.0,1,0,1,Low
sector 3 phase 3 extension,flat,0.22,2,2,1,Low floor,Relatively new property,570.0,0,0,2,Low
sector 95,flat,0.43,2,2,2,Mid floor,Relatively new property,1300.0,0,0,1,Medium
sector 109,house,9.5,7,6,3,Mid floor,Relatively new property,3600.0,1,0,1,Medium
sector 50,flat,2.75,3,3,3,Mid floor,Moderately New Property,2400.0,1,0,1,Medium
sector 102,flat,4.55,4,4,3+,High floor,Relatively new property,4630.0,0,0,0,Medium
sector 63a,flat,2.1,2,2,2,Low floor,Under Construction,1400.0,0,0,1,Low
sector 89,flat,1.85,3,3,3+,High floor,New Property,1946.0,1,0,1,Low
sector 2,house,5.7,9,9,3+,Mid floor,Moderately New Property,2430.0,0,0,0,Low
sector 43,flat,6.5,4,4,3+,Mid floor,Moderately New Property,2712.0,1,0,1,Low
manesar,flat,0.92,3,3,3+,Mid floor,Moderately New Property,1924.0,1,0,1,Low
sector 26,house,4.5,3,3,2,Low floor,Moderately New Property,1350.01,1,0,1,Medium
sector 81,flat,2.2,3,3,3+,Mid floor,Relatively new property,1570.0,1,0,2,Low
sector 83,flat,1.1,3,3,3+,Mid floor,Relatively new property,1600.0,0,0,0,Medium
sector 33,house,9.5,6,6,3+,Mid floor,Moderately New Property,4914.0,0,0,0,Low
sector 81,flat,0.5,2,2,1,High floor,New Property,704.0,0,0,2,Medium
sector 90,flat,1.7,4,4,3+,High floor,Moderately New Property,2005.0,1,0,1,Low
sector 104,house,0.6,4,3,1,Low floor,Moderately New Property,1170.0,0,0,1,Low
sector 70,flat,2.1,4,5,3+,Mid floor,Moderately New Property,2114.0,1,0,0,Medium
sector 61,flat,2.0,3,3,3,High floor,Moderately New Property,1538.0,0,0,0,Medium
sector 61,flat,1.6,2,2,2,Mid floor,New Property,1278.0,0,0,1,Low
sector 82a,flat,0.62,1,1,0,Mid floor,Relatively new property,650.0,0,0,1,Low
sector 111,flat,3.65,4,5,3+,High floor,Moderately New Property,2670.0,1,0,1,Medium
sector 111,flat,0.96,2,2,1,Mid floor,Under Construction,1338.0,0,0,1,Medium
sector 65,flat,2.65,3,3,3,Mid floor,Relatively new property,1650.0,1,0,1,Low
sector 63a,flat,0.42,3,2,2,Low floor,Under Construction,630.0,0,0,1,Low
sector 109,house,6.0,4,5,3+,Low floor,Relatively new property,2430.0,1,0,0,Medium
sector 67a,flat,1.3,2,2,2,Low floor,New Property,1296.0,0,0,1,Medium
sector 53,flat,6.0,3,4,3+,Mid floor,Moderately New Property,2217.0,1,0,0,Low
sector 72,flat,3.21,3,4,3+,High floor,Relatively new property,2140.0,1,0,0,High
sector 67a,flat,1.85,4,4,0,Mid floor,New Property,2556.0,0,0,1,Low
sector 103,flat,0.5,2,2,2,Mid floor,Relatively new property,698.0,0,0,1,Low
gwal pahari,flat,7.5,5,6,3+,High floor,Relatively new property,9050.0,1,0,1,Low
sector 65,flat,2.4,3,3,3,Mid floor,Relatively new property,1600.0,1,0,0,Low
sector 67a,flat,2.0,3,3,3,High floor,New Property,1584.0,0,0,1,Low
sector 26,house,9.0,5,5,2,Mid floor,Old Property,2700.0,1,1,2,Medium
sector 50,house,8.45,3,3,2,Low floor,Old Property,3231.0,1,0,0,Medium
sector 13,house,0.62,6,6,0,Mid floor,Old Property,192.0,0,0,1,Low
sector 37c,flat,1.0,3,3,3+,Mid floor,Relatively new property,1708.0,0,0,0,Low
sector 63,flat,7.9,4,4,3+,High floor,Under Construction,3950.0,0,0,1,Medium
manesar,flat,1.0,3,4,0,Mid floor,New Property,2480.0,0,0,1,Low
sector 90,flat,1.88,4,4,3+,High floor,Relatively new property,2726.0,1,0,1,Medium
sector 86,flat,0.67,2,2,1,Mid floor,Relatively new property,1231.0,0,0,1,Medium
sector 90,flat,0.8,2,3,2,Low floor,Relatively new property,1350.0,0,0,1,Medium
sector 48,house,8.5,4,5,3+,Low floor,Moderately New Property,4000.0,1,0,0,Low
sector 67,flat,2.8,3,3,3,Low floor,Relatively new property,2048.0,0,1,2,High
sector 104,flat,2.78,4,4,3+,High floor,Relatively new property,2851.0,1,0,1,Medium
sector 33,flat,0.4,2,2,2,Low floor,Relatively new property,724.0,0,0,2,Low
sector 88b,flat,0.92,2,2,2,Mid floor,Relatively new property,1300.0,0,0,1,High
sector 50,flat,1.05,2,2,2,Low floor,Moderately New Property,1098.0,0,0,1,Medium
sector 67,flat,2.95,3,3,3,Mid floor,Relatively new property,2150.0,1,0,0,High
sector 107,flat,0.5,2,2,2,High floor,New Property,622.0,0,0,1,Low
sector 70a,flat,2.3,3,3,3,Mid floor,Relatively new property,1946.0,0,1,0,Medium
sector 72,flat,5.0,4,4,3+,Low floor,New Property,4000.0,1,1,0,High
sector 81,flat,2.5,3,3,2,High floor,Relatively new property,1700.0,1,0,2,High
sector 83,flat,1.48,3,3,3,Mid floor,Relatively new property,1549.0,1,0,1,Medium
sohna road,flat,0.72,2,2,3+,High floor,Relatively new property,1131.0,0,0,1,High
sector 60,flat,2.12,2,2,2,Low floor,Relatively new property,1350.0,0,0,0,High
sector 43,flat,5.25,4,4,3,Mid floor,Old Property,2570.0,1,0,1,Medium
sector 95,flat,0.28,2,2,2,Mid floor,New Property,694.0,0,0,1,Low
sector 79,flat,0.8,2,2,3+,Mid floor,New Property,1172.0,0,0,1,Low
sector 68,flat,1.13,2,2,3,Mid floor,Relatively new property,1130.0,0,0,0,Medium
sector 86,flat,1.25,3,2,1,High floor,New Property,1529.0,0,0,1,Low
sector 49,flat,4.16,5,4,3+,High floor,Relatively new property,3219.0,1,0,1,Low
sector 2,flat,0.98,2,2,3,High floor,Moderately New Property,1416.0,0,0,1,Medium
sector 2,house,5.0,6,6,2,Low floor,Moderately New Property,3611.0,0,0,1,Low
manesar,flat,0.95,3,4,3,Mid floor,Moderately New Property,2232.0,1,0,1,Medium
sector 37d,flat,0.65,2,2,3,Low floor,New Property,625.0,0,0,1,Low
sector 9a,house,4.5,9,9,3+,Mid floor,Relatively new property,3149.94,0,0,0,Low
sector 4,house,0.65,4,2,2,Low floor,Moderately New Property,585.0,0,0,1,Low
sector 82,house,3.2,3,4,3,Low floor,New Property,2160.0,1,1,1,Medium
sector 43,house,6.25,7,7,3+,Mid floor,Moderately New Property,2034.0,1,1,1,Low
sohna road,flat,0.28,2,2,2,Mid floor,Relatively new property,500.0,0,0,0,Low
sohna road,flat,0.32,2,2,1,High floor,New Property,1000.0,0,0,1,Low
sector 37d,flat,0.45,2,3,2,Mid floor,Under Construction,656.0,0,0,1,Low
sector 90,flat,0.65,2,2,3,High floor,Relatively new property,1225.0,0,0,0,Low
sector 28,flat,5.5,4,5,3+,Mid floor,Moderately New Property,3406.0,1,0,0,Low
sector 92,flat,1.9,4,4,3+,Mid floor,Relatively new property,1920.0,1,0,1,Low
sector 50,house,3.99,4,5,3+,Mid floor,New Property,4500.0,1,0,0,Medium
sohna road,flat,0.25,2,2,1,Low floor,Relatively new property,535.0,0,0,1,Medium
sector 67,flat,3.05,3,3,3+,High floor,Relatively new property,2029.0,1,0,0,High
sector 85,flat,0.9,3,3,3,Mid floor,Relatively new property,1436.0,0,0,1,Low
dwarka expressway,flat,1.6,3,3,3,Low floor,New Property,1529.0,0,0,1,Low
sector 104,flat,2.6,4,4,3+,High floor,Relatively new property,2851.0,1,0,1,Medium
sector 113,flat,2.57,4,5,3+,High floor,Under Construction,2060.0,0,0,0,Medium
sector 104,flat,1.75,4,5,3+,Low floor,New Property,2582.0,1,0,1,Medium
sector 92,flat,0.5,2,2,3,Low floor,Moderately New Property,905.0,0,0,1,Low
sector 109,flat,1.75,3,3,3,Mid floor,Relatively new property,1550.0,0,0,0,Low
sector 11,house,0.9,2,4,3+,Mid floor,Moderately New Property,900.0,0,0,1,Low
sector 112,flat,3.4,3,3,2,High floor,Relatively new property,2225.56,0,0,0,High
sector 83,flat,1.4,3,3,2,Mid floor,Relatively new property,1570.0,0,0,0,Medium
sector 85,flat,2.2,4,6,3,Mid floor,Relatively new property,3920.0,1,0,1,High
sector 4,house,0.55,3,3,2,Low floor,Relatively new property,1350.0,0,0,1,Low
sector 33,flat,1.1,2,2,2,Mid floor,Under Construction,1275.0,0,0,1,Low
sector 102,flat,2.05,3,4,3+,High floor,Relatively new property,2250.0,1,0,1,Medium
