sector,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,study room,others,pooja room,store room,furnishing_type,luxury_score,area_room_ratio
sector 108,flat,raheja vedaanta,0.65,4762.0,1365.0,Super Built up area 1365(126.81 sq.m.),2,2,2,5.0,East,Relatively new property,1365.0,,,0,0,0,1,0,0,174,682.5
sector 90,flat,shree vardhman flora,0.7,5385.0,1300.0,Super Built up area 1300(120.77 sq.m.),2,2,3,13.0,Na,New Property,1300.0,,,0,1,0,0,0,1,15,650.0
sector 72,flat,tata primanti,3.2,12190.0,2625.0,Super Built up area 2625(243.87 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2550 sq.ft. (236.9 sq.m.),4,4,3+,8.0,North,Moderately New Property,2625.0,2600.0,2550.0,1,0,0,0,0,0,168,656.25
sohna road,flat,gls arawali homes,0.29,6029.0,481.0,Carpet area: 480.53 (44.64 sq.m.),2,2,2,9.0,East,Relatively new property,,,480.500496,0,0,0,0,0,1,55,240.5
sector 84,flat,antriksh heights,0.54,4459.0,1211.0,Super Built up area 1200(111.48 sq.m.),2,2,3+,17.0,North-West,Relatively new property,1200.0,,,0,0,0,0,0,1,81,605.5
sector 107,flat,signature global solera,0.52,8062.0,645.0,Carpet area: 645 (59.92 sq.m.),3,2,2,5.0,East,Relatively new property,,,645.0,0,0,1,0,0,1,15,215.0
sector 13,house,independent,9.0,11111.0,8100.0,Plot area 900(83.61 sq.m.),10,5,3+,4.0,Na,Old Property,,900.0,,0,0,0,0,0,1,0,810.0
sector 102,flat,shapoorji pallonji joyville gurugram,1.35,9934.0,1359.0,Super Built up area 1359(126.26 sq.m.),2,2,2,9.0,North-East,Relatively new property,1359.0,,,0,0,0,0,0,1,100,679.5
sector 24,house,dlf floors phase 3,3.51,12342.0,2843.95,Plot area 316(264.22 sq.m.),4,4,3,4.0,East,Under Construction,,2844.0,,1,1,0,1,1,0,160,710.9875
sector 36a,flat,krisumi waterfall residences,4.1,15501.0,2645.0,Carpet area: 2538 (235.79 sq.m.),3,4,3,30.0,Na,New Property,,,2538.0,0,1,0,0,0,2,49,881.6666666666666
sector 28,house,suncity essel towers,6.0,22222.0,2700.03,Plot area 300(250.84 sq.m.),4,4,3+,3.0,East,Old Property,,2700.0,,0,1,0,0,0,0,89,675.0075
sector 71,flat,chd avenue,1.1,6790.0,1620.0,Super Built up area 1620(150.5 sq.m.),3,3,3,11.0,Na,Relatively new property,1620.0,,,0,0,1,0,0,1,72,540.0
sector 107,flat,signature global solera,0.28,5680.0,493.0,Carpet area: 489 (45.43 sq.m.),2,2,2,11.0,North,Relatively new property,,,489.0,0,0,0,0,0,1,29,246.5
sector 113,flat,la vida by tata housing,1.5,11755.0,1276.0,Carpet area: 1276 (118.54 sq.m.),2,2,2,13.0,Na,New Property,,,1276.0,0,0,0,0,0,1,71,638.0
sector 66,flat,emaar mgf the palm drive,3.0,14286.0,2100.0,Super Built up area 2100(195.1 sq.m.),4,5,3+,10.0,East,Relatively new property,2100.0,,,1,0,0,0,0,0,49,525.0
sector 81,flat,dlf the ultima,2.7,12802.0,2109.0,Carpet area: 2109 (195.93 sq.m.),3,3,3,15.0,North,Relatively new property,,,2109.0,1,0,0,0,0,0,49,703.0
sector 50,flat,the close north,2.97,11401.0,2605.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,3,3+,8.0,North,Moderately New Property,2605.0,2600.0,2100.0,1,0,0,0,0,0,174,868.3333333333334
sector 63,flat,dlf the arbour,7.52,18999.0,3958.0,Built Up area: 3956 (367.52 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3,15.0,West,Undefined,,3956.0,2200.0,0,0,0,0,0,1,61,989.5
sector 92,flat,sare crescent parc royal greens phase 1,0.5,5000.0,1000.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 999 sq.ft. (92.81 sq.m.),2,2,3,2.0,North-East,Undefined,,1000.0,999.0,0,0,0,0,0,1,0,500.0
sector 54,house,independent,3.75,26042.0,1440.0,Plot area 160(14.86 sq.m.),4,4,3,3.0,East,Moderately New Property,,160.0,,1,0,0,0,0,0,13,360.0
sector 43,flat,ansal sushant lok ci,2.0,15152.0,1320.0,Carpet area: 1320 (122.63 sq.m.),3,3,2,1.0,North,Old Property,,,1320.0,1,0,0,0,0,2,15,440.0
sector 33,flat,godrej nature plus,1.65,14335.0,1151.0,Carpet area: 1151 (106.93 sq.m.),2,2,3,1.0,East,Under Construction,,,1151.0,0,0,0,0,0,1,38,575.5
sector 79,flat,supertech araville,0.71,6063.0,1171.0,Super Built up area 1295(120.31 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3+,17.0,North,New Property,1295.0,,1250.0,0,0,1,0,0,1,53,585.5
sector 89,flat,greenopolis,1.3,6806.0,1910.0,Carpet area: 1910 (177.44 sq.m.),3,3,3+,1.0,South-West,New Property,,,1910.0,1,0,0,0,0,1,35,636.6666666666666
sector 1,house,independent,4.75,10556.0,4499.81,Built Up area: 4500 (418.06 sq.m.),6,7,0,4.0,Na,Undefined,,4500.0,,0,0,0,0,0,1,0,749.9683333333334
sector 67,flat,bestech park view spa next,2.85,12128.0,2350.0,Super Built up area 2350(218.32 sq.m.),4,4,3+,5.0,South,Moderately New Property,2350.0,,,1,0,0,1,0,0,149,587.5
sector 112,flat,experion windchants,5.49,11585.0,4739.0,Super Built up area 4739(440.27 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.),4,5,3+,5.0,South,Relatively new property,4739.0,3655.35,,1,0,0,0,0,0,168,1184.75
sector 113,flat,m3m capital,2.87,12489.0,2298.0,Carpet area: 2298 (213.49 sq.m.),4,4,3+,3.0,North-East,Under Construction,,,2298.0,1,0,0,0,0,1,65,574.5
sector 73,house,dlf alameda,17.0,35109.0,4842.06,Plot area 4842(449.84 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),5,8,3,3.0,North-West,Relatively new property,,9000.0,,1,1,0,1,1,2,87,968.412
sector 90,flat,dlf regal gardens,1.21,6926.0,1747.0,Super Built up area 1747(162.3 sq.m.),3,3,3+,29.0,West,Relatively new property,1747.0,,,0,0,1,0,0,1,95,582.3333333333334
sector 61,flat,smart world orchard,1.7,15004.0,1133.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,4.0,Na,Under Construction,,,1150.0,0,0,0,0,0,1,24,566.5
sector 102,flat,emaar gurgaon greens,1.39,8424.0,1650.0,Super Built up area 1650(153.29 sq.m.),3,3,3,7.0,West,Relatively new property,1650.0,,,1,0,0,0,0,0,21,550.0
sector 103,flat,ansal housing highland park,0.88,6428.0,1369.0,Super Built up area 1361(126.44 sq.m.),2,2,3,3.0,Na,New Property,1361.0,,,0,0,0,0,0,1,52,684.5
sector 108,flat,raheja vedaanta,0.8,4080.0,1961.0,Super Built up area 1838(170.76 sq.m.),3,3,3,9.0,North-East,Relatively new property,1838.0,,,0,0,0,1,0,1,174,653.6666666666666
sector 84,flat,pivotal devaan,0.27,7965.0,339.0,Super Built up area 439(40.78 sq.m.)Carpet area: 339 sq.ft. (31.49 sq.m.),1,1,1,13.0,North-East,Relatively new property,439.0,,339.0,0,0,0,0,0,2,45,339.0
sector 90,flat,dlf new town heights,1.54,6514.0,2364.0,Super Built up area 2364(219.62 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,4,3+,12.0,South-West,Moderately New Property,2364.0,2200.0,1850.0,1,0,0,1,0,0,111,591.0
sector 99,flat,vatika sovereign park,3.2,9922.0,3225.0,Built Up area: 3225 (299.61 sq.m.),4,4,0,5.0,North-East,Under Construction,,3225.0,,0,0,0,0,0,1,23,806.25
sector 65,flat,emaar mgf emerald estate,1.42,13922.0,1020.0,Super Built up area 1020(94.76 sq.m.)Built Up area: 1010 sq.ft. (93.83 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,2,6.0,North-East,Relatively new property,1020.0,1010.0,750.0,0,1,0,0,0,0,174,510.0
sector 37c,flat,millenia,0.4,6667.0,600.0,Carpet area: 600 (55.74 sq.m.),2,2,2,4.0,East,New Property,,,600.0,0,0,0,0,0,1,29,300.0
sector 41,house,independent,1.65,13750.0,1200.0,Built Up area: 1200 (111.48 sq.m.),1,1,0,1.0,Na,Undefined,,1200.0,,0,0,0,0,0,1,0,1200.0
sector 107,flat,signature global solera,0.37,6752.0,548.0,Super Built up area 548(50.91 sq.m.),2,2,1,10.0,South,Relatively new property,548.0,,,0,0,0,0,0,1,73,274.0
sector 28,flat,dlf regency park,2.26,13697.0,1650.0,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,2,19.0,East,Old Property,1777.0,1700.0,1650.0,1,0,0,0,0,1,158,550.0
sector 92,flat,parkwood westend,0.7,5204.0,1345.0,Super Built up area 1345(124.95 sq.m.),2,2,3,5.0,Na,Under Construction,1345.0,,,0,1,0,0,0,1,0,672.5
sector 1,flat,nagata group housing society,0.85,3696.0,2300.0,Super Built up area 2300(213.68 sq.m.),3,3,3+,4.0,North,Relatively new property,2300.0,,,1,0,0,0,0,1,5,766.6666666666666
sector 57,house,ansal sushant residency,4.6,17037.0,2700.01,Plot area 300(250.84 sq.m.),6,6,3,3.0,East,Old Property,,2700.0,,1,1,0,1,1,2,102,450.0016666666667
sector 69,flat,tulip violet,1.68,10072.0,1668.0,Super Built up area 1668(154.96 sq.m.),3,3,2,0.0,West,Relatively new property,1668.0,,,0,0,0,0,0,1,157,556.0
sector 95,flat,ramsons kshitij,0.17,544.0,3125.0,Carpet area: 3212 (298.4 sq.m.),1,1,1,12.0,North-East,Relatively new property,,,3212.0,0,0,0,0,0,1,56,3125.0
sector 48,flat,bestech park view city,1.8,10251.0,1756.0,Carpet area: 1756 (163.14 sq.m.),3,4,3,3.0,North-West,Moderately New Property,,,1756.0,0,1,0,0,0,0,76,585.3333333333334
sector 74,flat,m3m skywalk,1.54,11000.0,1400.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3+,22.0,South,Relatively new property,1400.0,1200.0,1100.0,0,0,1,0,0,1,137,700.0
sector 26,house,independent,4.6,12198.0,3771.11,Plot area 419(350.34 sq.m.),4,4,3+,,Na,Old Property,,3771.0,,0,0,0,0,0,1,28,942.7775
sector 62,flat,emaar digihomes,2.1,14257.0,1473.0,Super Built up area 1508.26(140.12 sq.m.),2,2,2,30.0,North,New Property,1508.26,,,1,0,0,0,0,1,52,736.5
sector 7,house,shivpuri,2.4,8889.0,2699.97,Plot area 300(250.84 sq.m.),10,5,3,2.0,North,Old Property,,2700.0,,1,1,0,1,0,1,8,269.99699999999996
sector 92,house,signature global city 92,0.75,7820.0,959.08,Built Up area: 959 (89.09 sq.m.),2,2,3,1.0,Na,Undefined,,959.0,,0,0,0,0,0,1,46,479.54
sector 69,flat,tulip violet,1.66,8409.0,1974.0,Super Built up area 1970(183.02 sq.m.),4,4,1,12.0,South-East,Relatively new property,1970.0,,,0,0,0,1,0,1,102,493.5
sector 109,flat,conscient one,1.7,17617.0,965.0,Built Up area: 965 (89.65 sq.m.)Carpet area: 628 sq.ft. (58.34 sq.m.),1,1,2,9.0,Na,Undefined,,965.0,628.0,0,0,0,0,0,1,0,965.0
sector 105,flat,uphaar homes,0.45,4737.0,950.0,Carpet area: 950 (88.26 sq.m.),3,2,1,1.0,Na,Relatively new property,,,950.0,0,0,0,0,0,0,44,316.6666666666667
sector 48,house,vipul tatvam villa,7.25,22377.0,3240.0,Plot area 360(33.45 sq.m.),4,4,3,2.0,Na,Relatively new property,,360.0,,1,1,0,1,1,0,103,810.0
dwarka expressway,flat,ramprastha city,1.3,9028.0,1440.0,Super Built up area 1440(133.78 sq.m.),3,3,2,3.0,Na,Under Construction,1440.0,,,0,0,0,0,0,1,0,480.0
sector 107,flat,m3m woodshire,1.29,8836.0,1460.0,Super Built up area 1943(180.51 sq.m.)Carpet area: 1460 sq.ft. (135.64 sq.m.),3,3,3+,1.0,East,Relatively new property,1943.0,,1460.0,0,0,0,1,0,0,174,486.6666666666667
sector 38,house,independent,2.1,23333.0,900.01,Plot area 100(83.61 sq.m.),2,7,3+,3.0,North-East,Relatively new property,,900.0,,0,1,0,1,1,1,27,450.005
sector 90,flat,dlf regal gardens,1.2,6838.0,1755.0,Super Built up area 1755(163.04 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,15.0,South-West,Relatively new property,1755.0,,1400.0,0,0,0,0,0,1,118,585.0
sector 9,house,independent,3.5,13410.0,2609.99,Plot area 290(242.48 sq.m.),9,9,3+,3.0,North-East,Relatively new property,,2610.0,,0,1,0,0,0,1,23,289.99888888888887
sector 89,flat,smart world gems,0.86,7797.0,1103.0,Carpet area: 1103 (102.47 sq.m.),2,3,2,4.0,North-East,New Property,,,1103.0,1,1,0,1,0,0,72,551.5
sector 70a,flat,capital residences 360,1.18,8138.0,1450.0,Super Built up area 1450(134.71 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,7.0,East,New Property,1450.0,1400.0,1000.0,0,0,0,1,0,1,140,725.0
sector 104,flat,ats triumph,2.6,8814.0,2950.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 2950 sq.ft. (274.06 sq.m.),4,4,3+,16.0,East,Relatively new property,3150.0,,2950.0,1,0,0,0,0,0,150,737.5
sector 7,house,huda flats,2.3,17037.0,1350.0,Plot area 150(125.42 sq.m.),5,3,3+,3.0,North-East,Old Property,,1350.0,,1,1,0,1,0,1,27,270.0
sector 7,house,independent,1.16,11693.0,992.05,Plot area 992(92.16 sq.m.)Carpet area: 992 sq.ft. (92.16 sq.m.),2,4,2,3.0,North-East,Moderately New Property,,,992.0,0,0,1,0,0,1,39,496.025
sector 83,flat,vatika gurgaon,1.42,8875.0,1600.0,Super Built up area 2390(222.04 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,4,3,7.0,South-West,Relatively new property,2390.0,2000.0,1600.0,1,1,0,0,0,1,103,400.0
sector 7,house,independent,3.85,14650.0,2627.99,Plot area 292(244.15 sq.m.),4,4,3,3.0,North-West,Old Property,,2628.0,,0,0,0,0,0,1,27,656.9975
sector 70,flat,shree vardhman victoria,1.75,8974.0,1950.0,Built Up area: 1950 (181.16 sq.m.),3,5,0,0.0,Na,Undefined,,1950.0,,0,0,0,0,0,1,47,650.0
sector 66,flat,emaar mgf the palm drive,3.0,15385.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1720 sq.ft. (159.79 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),3,3,2,12.0,East,Relatively new property,1950.0,1720.0,1620.0,1,0,0,0,0,1,96,650.0
sector 69,flat,tulip violet,1.7,8458.0,2010.0,Super Built up area 2010(186.74 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),4,4,2,10.0,South-West,Relatively new property,2010.0,,1610.0,1,1,0,1,1,1,174,502.5
sector 107,flat,signature global solera,0.5,7752.0,645.0,Carpet area: 645 (59.92 sq.m.),3,2,2,6.0,North-East,Relatively new property,,,645.0,0,0,1,0,0,1,49,215.0
sector 76,house,ninex city,1.75,6250.0,2800.0,Carpet area: 2800 (260.13 sq.m.),4,4,0,14.0,Na,Undefined,,,2800.0,0,0,0,0,0,1,0,700.0
sector 69,flat,tulip violet,2.0,10168.0,1967.0,Carpet area: 1967 (182.74 sq.m.),4,4,1,12.0,Na,Relatively new property,,,1967.0,0,0,0,0,0,1,79,491.75
sector 83,flat,vatika city homes,1.08,6207.0,1740.0,Super Built up area 1740(161.65 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,6.0,South-West,Relatively new property,1740.0,,1350.0,0,0,0,0,1,1,111,580.0
sector 48,house,vipul tatvam villa,8.5,26235.0,3239.95,Plot area 360(301.01 sq.m.),4,4,2,,East,Moderately New Property,,3240.0,,1,0,0,1,1,1,88,809.9875
sector 38,house,independent,4.0,21786.0,1836.04,Plot area 204(170.57 sq.m.),6,6,3+,4.0,North-East,Old Property,,1836.0,,1,1,1,1,0,0,137,306.00666666666666
sector 92,flat,sare homes,0.95,4750.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1983 sq.ft. (184.23 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),4,3,2,17.0,East,New Property,2000.0,1983.0,1900.0,0,0,0,0,0,1,7,500.0
sector 2,house,independent,4.95,20370.0,2430.04,Plot area 270(225.75 sq.m.),6,5,3+,3.0,West,Relatively new property,,2430.0,,1,0,0,0,0,1,91,405.00666666666666
sector 79,flat,godrej aria,1.1,11482.0,958.0,Super Built up area 89,2,2,3,9.0,Na,New Property,89.0,,,0,0,0,0,0,1,62,479.0
sohna road,flat,signature global park,0.75,6938.0,1081.0,Built Up area: 1081 (100.43 sq.m.),2,2,0,1.0,Na,Undefined,,1081.0,,0,0,0,0,0,1,58,540.5
sohna road,flat,signature global park,0.54,6391.0,845.0,Super Built up area 845.3(78.53 sq.m.)Carpet area: 528.3 sq.ft. (49.08 sq.m.),2,2,3,4.0,East,New Property,845.3,,528.3,0,0,0,0,0,1,44,422.5
sector 89,flat,adani aangan arcade,0.5,7764.0,644.0,Built Up area: 672 (62.43 sq.m.)Carpet area: 644 sq.ft. (59.83 sq.m.),2,2,1,4.0,Na,Relatively new property,,672.0,644.0,0,0,0,0,0,2,69,322.0
sector 84,flat,ss almeria,1.48,7400.0,2000.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1294 sq.ft. (120.22 sq.m.),3,3,2,1.0,South-West,New Property,2000.0,,1294.0,1,0,0,0,1,0,139,666.6666666666666
sector 37d,flat,bptp park generations,1.5,9868.0,1520.0,Super Built up area 1520(141.21 sq.m.),3,2,3+,17.0,North-East,Relatively new property,1520.0,,,0,0,0,0,0,1,42,506.6666666666667
sector 85,flat,ss,1.19,7121.0,1671.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1670 sq.ft. (155.15 sq.m.)Carpet area: 1660 sq.ft. (154.22 sq.m.),2,2,3,11.0,West,Relatively new property,1671.0,1670.0,1660.0,0,0,0,0,0,1,49,835.5
sector 79,flat,godrej aria,1.69,8522.0,1983.0,Super Built up area 1983(184.23 sq.m.),3,3,2,7.0,South,Relatively new property,1983.0,,,0,0,0,0,0,1,112,661.0
sector 82a,flat,dlf the primus,3.5,13431.0,2606.0,Carpet area: 2606 (242.11 sq.m.),5,5,3+,14.0,North-East,Relatively new property,,,2606.0,0,1,0,0,0,2,49,521.2
sector 47,flat,irwo westend towers,0.65,12059.0,539.0,Carpet area: 539 (50.07 sq.m.),1,1,2,3.0,Na,Old Property,,,539.0,0,0,0,0,0,1,56,539.0
sector 4,house,independent,2.35,16319.0,1440.04,Plot area 160(133.78 sq.m.),4,4,2,2.0,East,Old Property,,1440.0,,0,0,0,1,0,1,43,360.01
sector 89,flat,adani aangan galleria,0.42,4941.0,850.0,Super Built up area 850(78.97 sq.m.),2,2,2,3.0,Na,Relatively new property,850.0,,,0,0,0,0,0,1,0,425.0
sector 85,flat,ss the leaf,1.1,9565.0,1150.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,3,10.0,West,Relatively new property,1640.0,1600.0,1150.0,0,0,0,1,0,1,150,575.0
sector 25,house,independent,7.6,38760.0,1960.78,Plot area 215(179.77 sq.m.),2,9,3,4.0,East,Relatively new property,,1935.0,,0,1,0,1,1,0,84,980.39
sector 58,flat,ireo the grand arch,2.2,16000.0,1375.0,Carpet area: 1375 (127.74 sq.m.),2,2,1,5.0,East,Relatively new property,,,1375.0,0,0,0,1,0,0,49,687.5
sector 59,flat,conscient elevate,6.75,19882.0,3395.0,Super Built up area 3395(315.41 sq.m.)Carpet area: 1855 sq.ft. (172.34 sq.m.),4,4,2,10.0,Na,New Property,3395.0,,1855.0,1,0,0,0,0,1,31,848.75
sector 88a,flat,godrej oasis,1.45,8082.0,1794.0,Carpet area: 1794 (166.67 sq.m.),3,3,3,12.0,Na,Relatively new property,,,1794.0,0,0,0,0,0,1,49,598.0
sector 85,flat,ss the leaf,2.03,7229.0,2808.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2225 sq.ft. (206.71 sq.m.)Carpet area: 2175 sq.ft. (202.06 sq.m.),4,4,3+,3.0,North-East,Relatively new property,2812.0,2225.0,2175.0,0,0,1,0,0,1,49,702.0
sector 33,flat,godrej nature plus,1.5,9677.0,1550.0,Super Built up area 1550(144 sq.m.),3,3,3,6.0,East,Under Construction,1550.0,,,0,1,0,0,0,1,72,516.6666666666666
sector 48,flat,bestech park view city,4.25,9335.0,4553.0,Super Built up area 4553(422.99 sq.m.),4,5,3+,14.0,Na,Moderately New Property,4553.0,,,0,1,0,0,0,0,81,1138.25
sector 102,flat,shapoorji pallonji joyville gurugram,0.97,16441.0,590.0,Super Built up area 915(85.01 sq.m.)Carpet area: 589.49 sq.ft. (54.77 sq.m.),2,2,2,10.0,North-East,Relatively new property,915.0,,589.49,0,0,0,0,0,1,151,295.0
sector 23,flat,ashiana apartment,0.16,2051.0,780.0,Super Built up area 780(72.46 sq.m.),2,2,2,1.0,Na,Moderately New Property,780.0,,,0,0,0,0,0,1,0,390.0
sector 99a,flat,pareena laxmi apartments,0.32,5517.0,580.0,Super Built up area 575(53.42 sq.m.)Carpet area: 570.17 sq.ft. (52.97 sq.m.),2,2,1,2.0,Na,New Property,575.0,,570.17,0,0,0,0,0,1,43,290.0
sector 86,flat,ansal heights 86,0.95,5621.0,1690.0,Carpet area: 1690 (157.01 sq.m.),3,2,1,6.0,Na,New Property,,,1690.0,0,0,0,0,0,1,15,563.3333333333334
sector 107,flat,signature global solera,0.28,5726.0,489.0,Carpet area: 489 (45.43 sq.m.),2,2,2,10.0,South,Relatively new property,,,489.0,0,0,0,0,0,1,38,244.5
sector 70a,flat,bptp astaire gardens,1.8,9351.0,1925.0,Built Up area: 1925 (178.84 sq.m.),3,3,3,3.0,North-West,Relatively new property,,1925.0,,0,1,0,0,0,1,135,641.6666666666666
sector 24,house,independent,4.5,33333.0,1350.01,Plot area 163(136.29 sq.m.)Built Up area: 160 sq.yards (133.78 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),2,8,3+,4.0,East,Relatively new property,,160.0,150.0,1,0,0,0,1,0,56,675.005
sector 79,flat,supertech araville,0.78,6023.0,1295.0,Super Built up area 1295(120.31 sq.m.),2,2,3+,0.0,Na,New Property,1295.0,,,0,0,1,0,0,1,74,647.5
sector 52,flat,ardee city,1.5,9146.0,1640.0,Super Built up area 1640(152.36 sq.m.),4,4,3,3.0,Na,Old Property,1640.0,,,0,0,0,0,0,1,65,410.0
sector 92,flat,sare crescent parc,0.66,4977.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3,2,2,15.0,North,Relatively new property,,,1326.0,0,0,0,0,0,2,44,442.0
sector 68,flat,supertech hues,0.93,8611.0,1080.0,Carpet area: 1080 (100.34 sq.m.),2,2,2,11.0,Na,Undefined,,,1080.0,0,0,0,0,0,1,0,540.0
sector 106,flat,paras dews,1.15,7419.0,1550.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,11.0,North-East,Relatively new property,1760.0,1650.0,1550.0,1,0,0,1,0,0,174,516.6666666666666
sector 104,flat,zara aavaas,0.49,6577.0,745.0,Super Built up area 745(69.21 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),3,2,2,7.0,Na,Under Construction,745.0,,645.0,0,0,0,0,0,1,74,248.33333333333334
sector 66,flat,emaar mgf the enclave,2.1,12353.0,1700.0,Super Built up area 1920(178.37 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,4,2,12.0,North-East,Relatively new property,1920.0,1800.0,1700.0,1,0,0,0,0,0,156,566.6666666666666
sector 37d,flat,bptp terra,1.65,8791.0,1877.0,Super Built up area 1877(174.38 sq.m.),3,3,2,15.0,East,Relatively new property,1877.0,,,0,0,0,0,0,1,116,625.6666666666666
sector 109,flat,raheja atharva,0.79,7932.0,996.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 996 sq.ft. (92.53 sq.m.),3,2,2,3.0,Na,Relatively new property,1457.0,,996.0,0,0,0,0,0,0,44,332.0
sector 112,flat,experion windchants,2.6,10651.0,2441.0,Super Built up area 2441(226.78 sq.m.)Built Up area: 1939.03 sq.ft. (180.14 sq.m.),2,2,3,8.0,North-East,Relatively new property,2441.0,1939.03,,0,0,0,0,0,1,168,1220.5
sector 107,flat,m3m woodshire,0.9,6589.0,1366.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,10.0,Na,Relatively new property,1366.0,,,0,0,1,0,0,0,49,683.0
sector 9a,flat,railway officers rpf society,1.25,6921.0,1806.0,Carpet area: 1806 (167.78 sq.m.),4,3,3,1.0,South-West,Old Property,,,1806.0,1,0,0,0,0,0,12,451.5
sector 49,flat,orchid petals,2.51,12179.0,2061.0,Super Built up area 2061(191.47 sq.m.),3,3,3+,7.0,East,Old Property,2061.0,,,0,1,0,0,0,0,72,687.0
sector 79,flat,godrej,1.93,8532.0,2262.0,Super Built up area 2262(210.15 sq.m.),3,4,3+,5.0,East,Relatively new property,2262.0,,,1,0,0,0,0,1,158,754.0
sector 14,house,independent,6.46,18889.0,3419.98,Plot area 380(317.73 sq.m.)Built Up area: 380 sq.yards (317.73 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),5,5,2,3.0,East,Moderately New Property,,380.0,300.0,1,1,0,1,0,0,27,683.996
sector 108,house,independent,1.34,5000.0,2680.0,Built Up area: 2680 (248.98 sq.m.),1,1,0,1.0,Na,Undefined,,2680.0,,0,0,0,0,0,1,0,2680.0
sector 112,flat,experion windchants,6.5,10417.0,6240.0,Built Up area: 4800 (445.93 sq.m.),4,5,3,11.0,South,Relatively new property,,4800.0,,0,0,0,0,0,1,55,1560.0
sector 82,flat,mapsko royale ville,0.97,5419.0,1790.0,Super Built up area 1790(166.3 sq.m.),3,4,2,16.0,North-West,Relatively new property,1790.0,,,1,0,0,0,0,1,95,596.6666666666666
sector 74,flat,m3m skywalk,2.25,13636.0,1650.0,Super Built up area 2038(189.34 sq.m.)Built Up area: 1938 sq.ft. (180.05 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,2,9.0,South,Relatively new property,2038.0,1938.0,1650.0,1,0,0,0,0,0,174,550.0
sector 91,flat,dlf new town heights,1.75,7403.0,2364.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,9.0,South,Relatively new property,2364.0,,,1,0,0,1,0,1,88,591.0
sector 78,flat,umang monsoon breeze,1.25,5000.0,2500.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,4,3,2.0,East,Relatively new property,2350.0,2300.0,2000.0,1,0,1,1,0,1,57,625.0
sector 90,flat,green court,0.45,7188.0,626.0,Carpet area: 626 (58.16 sq.m.),2,2,1,2.0,Na,New Property,,,626.0,0,0,0,0,0,0,42,313.0
